journal_id,title,issn,lang,years,database
"46904","Algorithms for Molecular Biology","1748-7188","西文","2009-present","ProQuest 【電子期刊】"
"6543","Alimentary Pharmacology & Therapeutics","0269-2813","西文","1997-present","Wiley Online Library(電子期刊)"
"18161","Alimentary pharmacology & therapeutics","0269-2813","西文","19980101-","MEDLINE電子期刊"
"49512","Allergo Journal","0941-8849","西文","1997-present","Springer 【電子期刊】"
"48645","Allergologia et Immunopathologia","0301-0546","西文","1/1/2021+","ProQuest 【電子期刊】"
"47580","Allergologie","0344-5062","西文","2016-present","ProQuest 【電子期刊】"
"51728","Allergology International","1323-8930","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"6544","Allergy","0105-4538","西文","1997-present","Wiley Online Library(電子期刊)"
"45318","Allergy and Asthma Proceedings","1088-5412","西文","1980-2012","ProQuest 【電子期刊】"
"18162","Allergy and asthma proceedings: the official journal of regional and state allergy societies","1088-5412","西文","20030101-","MEDLINE電子期刊"
"49497","Allergy Medicine","2949-9135","西文","2025-present","ClinicalKey 【電子期刊&電子書】"
"47581","Allergy, Asthma, and Clinical Immunology","1710-1484","西文","2015-present","ProQuest 【電子期刊】"
"46786","Alternative Medicine","2162-884X","西文","2012-present","ProQuest 【電子期刊】"
"18163","Alternative therapies in health and medicine","1078-6791","西文","19960101-","MEDLINE電子期刊"
"45319","Alternative Therapies in Health and Medicine","1078-6791","西文","1998.11-present","ProQuest 【電子期刊】"
"47173","Alternative Therapies in Women's Health","1522-3396","西文","2008-2009","ProQuest 【電子期刊】"
"37554","Alzheimer Disease & Associated Disorders","0893-0341","西文","2000-present","OVID 【電子期刊】"
"48647","Alzheimer's & Dementia","1552-5260","西文","1/1/2024+","ProQuest 【電子期刊】"
"48648","Alzheimer's & Dementia : Diagnosis, Assessment & Disease Monitoring","2352-8729","西文","9/1/2015+","ProQuest 【電子期刊】"
"48649","Alzheimer's & Dementia : Translational Research & Clinical Interventions","2352-8737","西文","9/1/2015+","ProQuest 【電子期刊】"
"48650","Alzheimer's & Dementia Weekly","","西文","7/5/2016+","ProQuest 【電子期刊】"
"48517","Alzheimer's Research & Therapy","1758-9193","西文","2015-present","ProQuest 【電子期刊】"
"18164","Ambio","0044-7447","西文","20070601-","MEDLINE電子期刊"
"45320","Ambio","0044-7447","西文","2005-present(已延遲1年)","ProQuest 【電子期刊】"
"18165","Ambulatory pediatrics: the official journal of the Ambulatory Pediatric Association","1530-1567","西文","20040101-20081201","MEDLINE電子期刊"
"45321","American Annals of the Deaf","0002-726X","西文","1997-present","ProQuest 【電子期刊】"
"48151","American Behavioral Scientist (1986-1994), The","0002-7642","西文","1986-1994","ProQuest 【電子期刊】"
"48020","American Demographics","0163-4089","西文","1987-2004","ProQuest 【電子期刊】"
"47925","American Druggist","0190-5279","西文","1998-1999","ProQuest 【電子期刊】"
"46971","American Economic Review, The","0002-8282","西文","1987-present","ProQuest 【電子期刊】"
"18166","American family physician","0002-838X","西文","19930701-","MEDLINE電子期刊"
"37853","American Family Physician","0002-838X","西文","2008-present","ClinicalKey 【電子期刊&電子書】"
"48651","American Family Physician","0002-838X","西文","5/1/1998+","ProQuest 【電子期刊】"
"47990","American Health","1523-3359","西文","1988-1993","ProQuest 【電子期刊】"
"48074","American Health Line. First Look","","西文","2012-2019","ProQuest 【電子期刊】"
"48075","American Health Line. Weekly Line","","西文","2013-2019","ProQuest 【電子期刊】"
"37854","American Heart Journal","0002-8703","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38558","American Heart Journal Plus: Cardiology Research and Practice","2666-6022","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"45322","American Heart Journal, The","0002-8703","西文","2002-present(已延遲2個月)","ProQuest 【電子期刊】"
"47248","American Imago","0065-860X","西文","1996-present(已延遲1年)","ProQuest 【電子期刊】"
"45323","American Indian and Alaska Native Mental Health Research (Online)","1533-7731","西文","2000-present","ProQuest 【電子期刊】"
"45324","American Indian and Alaska Native Mental Health Research; Denver","0893-5394","西文","1998-1999","ProQuest 【電子期刊】"
"48652","American Journal of Accountable Care","2473-9669","西文","9/15/2020+","ProQuest 【電子期刊】"
"48653","American Journal of Art Therapy","0007-4764","西文","5/1/1997-5/1/2002","ProQuest 【電子期刊】"
"18167","American journal of audiology","1059-0889","西文","20000601-","MEDLINE電子期刊"
"45325","American Journal of Audiology","1059-0889","西文","1998-2009","ProQuest 【電子期刊】"
"45326","American Journal of Audiology (Online)","1558-9137","西文","2010-2021","ProQuest 【電子期刊】"
"37855","American Journal of Cardiology, The","0002-9149","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"45327","American Journal of Cardiology, The","0002-9149","西文","2012-present(已延遲2個月)","ProQuest 【電子期刊】"
"45328","American Journal of Cardiovascular Drugs","1175-3277","西文","2008-present(已延遲1年)","ProQuest 【電子期刊】"
"18168","American journal of cardiovascular drugs: drugs, devices, and other interventions","1175-3277","西文","20040901-20150601","MEDLINE電子期刊"
"18169","American journal of clinical dermatology","1175-0561","西文","20000101-20150601","MEDLINE電子期刊"
"45329","American Journal of Clinical Dermatology","1175-0561","西文","2008-present(已延遲1年)","ProQuest 【電子期刊】"
"45330","American Journal of Clinical Hypnosis","0002-9157","西文","2003-2015","ProQuest 【電子期刊】"
"8680","American Journal of Clinical Nutrition","0002-9165","西文","1952-present訂購年份:2016-2026","彰濱單本期刊"
"6900","American Journal of Clinical Nutrition(南醫2022年起停訂，全文到2021年，彰濱有訂)","0002-9165","西文","1996-2021","南醫單本訂購期刊"
"37555","American Journal of Clinical Oncology","0277-3732","西文","1996.02-present","OVID 【電子期刊】"
"18170","American journal of clinical pathology","0002-9173","西文","20100801-20151201","MEDLINE電子期刊"
"45331","American Journal of Clinical Pathology","0002-9173","西文","2011-present(已延遲1年)","ProQuest 【電子期刊】"
"18171","American journal of community psychology","0091-0562","西文","20040301-","MEDLINE電子期刊"
"45332","American Journal of Community Psychology","0091-0562","西文","1994-2018","ProQuest 【電子期刊】"
"45333","American Journal of Critical Care","1062-3264","西文","1998-2007","ProQuest 【電子期刊】"
"6897","American Journal of Critical Care(AJCC)(南醫2025年起停訂)","1062-3264","英文","2002-present","南醫單本訂購期刊"
"37556","American Journal of Dermatopathology","0193-1091","西文","1996.02-present","OVID 【電子期刊】"
"18172","American journal of electroneurodiagnostic technology","1086-508X","西文","20040301-20111201","MEDLINE電子期刊"
"37856","American Journal of Emergency Medicine","0735-6757","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"45334","American Journal of Emergency Medicine","0735-6757","西文","2003-present(已延遲2個月)","ProQuest 【電子期刊】"
"37557","American Journal of Forensic Medicine & Pathology","0195-7910","西文","1996.03-present","OVID 【電子期刊】"
"48247","American Journal of Gastroenterology Supplements, The","1948-9498","西文","2012-2016","ProQuest 【電子期刊】"
"48248","American Journal of Gastroenterology, The","0002-9270","西文","2000-present(已延遲1年)","ProQuest 【電子期刊】"
"37857","American Journal of Geriatric Psychiatry","1064-7481","西文","2007-present","ClinicalKey 【電子期刊&電子書】"
"45335","American Journal of Geriatric Psychiatry, The","1064-7481","西文","1998-2013","ProQuest 【電子期刊】"
"45336","American Journal of Health Behavior","1087-3244","西文","2003-2009","ProQuest 【電子期刊】"
"48076","American Journal of Health Education","1932-5037","西文","2002-2016","ProQuest 【電子期刊】"
"47183","American Journal of Health Sciences","2156-7794","西文","2010-present","ProQuest 【電子期刊】"
"48077","American Journal of Health Studies","1090-0500","西文","1997-2007","ProQuest 【電子期刊】"
"18173","American journal of health-system pharmacy: AJHP: official journal of the American Society of Health-System Pharmacists","1079-2082","西文","20020101-","MEDLINE電子期刊"
"6545","American Journal of Hematology","0361-8609","西文","1996-present","Wiley Online Library(電子期刊)"
"48351","American Journal of Hematology / Oncology","1939-6163","西文","2008-2009","ProQuest 【電子期刊】"
"45338","American Journal of Hypertension","0895-7061","西文","2000-2015","ProQuest 【電子期刊】"
"8724","American Journal of Infection Control","0196-6553","西文","1980-present","ScienceDirect(SDOL)"
"37858","American Journal of Kidney Diseases","0272-6386","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"18174","American journal of law & medicine","0098-8588","西文","19750301-20011101","MEDLINE電子期刊"
"45339","American Journal of Law and Medicine","0098-8588","西文","1998-present(已延遲1年)","ProQuest 【電子期刊】"
"48654","American Journal of Managed Care, The","1088-0224","西文","9/2/2020+","ProQuest 【電子期刊】"
"38593","American Journal of Medicine Open","2667-0364","西文","2021-present","ClinicalKey 【電子期刊&電子書】"
"37859","American Journal of Medicine, The","0002-9343","西文","2007.01-present","ClinicalKey 【電子期刊&電子書】"
"18175","American journal of nephrology","0250-8095","西文","20050101-","MEDLINE電子期刊"
"45340","American Journal of Nephrology","0250-8095","西文","1996-2015","ProQuest 【電子期刊】"
"51740","American Journal of Obstetrics & Gynecology MFM","2589-9333","西文","2019-present","ClinicalKey 【電子期刊&電子書】"
"37860","American Journal of Obstetrics and Gynecology","0002-9378","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"45341","American Journal of Occupational Therapy","0272-9490","西文","2006-2018","ProQuest 【電子期刊】"
"37861","American Journal of Ophthalmology","0002-9394","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"37862","American Journal of Ophthalmology Case Reports","2451-9936","西文","2016-present","ClinicalKey 【電子期刊&電子書】"
"37863","American Journal of Orthodontics and Dentofacial Orthopedics","0889-5406","西文","2007.01-present","ClinicalKey 【電子期刊&電子書】"
"37864","American Journal of Otolaryngology--Head and Neck Medicine and Surgery","0196-0709","西文","2007.01-present","ClinicalKey 【電子期刊&電子書】"
"45344","American Journal of Pathology","0002-9440","西文","1997-2002","ProQuest 【電子期刊】"
"38487","American Journal of Pathology, The","0002-9440","西文","2007.01-present","ClinicalKey 【電子期刊&電子書】"
"45345","American Journal of Pharmaceutical Education","0002-9459","西文","1998-present","ProQuest 【電子期刊】"
"18176","American journal of pharmacogenomics: genomics-related research in drug development and clinical practice","1175-2203","西文","20040901-20051201","MEDLINE電子期刊"
"37558","American Journal of Physical Medicine & Rehabilitation","0894-9115","西文","1996.01-present","OVID 【電子期刊】"
"38559","American Journal of Preventive Cardiology","2666-6677","西文","2020-present","ClinicalKey 【電子期刊&電子書】"
"37865","American Journal of Preventive Medicine","0749-3797","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"8701","American Journal of Psychiatry","0002-953X","西文","1997-present訂購年份:2016-2026","彰濱單本期刊"
"18177","American journal of psychoanalysis","0002-9548","西文","20040301-20101201","MEDLINE電子期刊"
"45347","American Journal of Psychoanalysis","0002-9548","西文","1995-present(已延遲1年)","ProQuest 【電子期刊】"
"6901","American Journal of Psychology(停訂,全文到2016年,限院內IP)","0002-9556","西文","","南醫單本訂購期刊"
"45348","American Journal of Psychology, The","0002-9556","西文","1995-2001","ProQuest 【電子期刊】"
"18178","American journal of psychotherapy","0002-9564","西文","19750101-20180101","MEDLINE電子期刊"
"45349","American Journal of Psychotherapy","0002-9564","西文","1994-2016","ProQuest 【電子期刊】"
"18179","American journal of public health","0090-0036","西文","19710801-","MEDLINE電子期刊"
"45350","American Journal of Public Health","0090-0036","西文","1992-present","ProQuest 【電子期刊】"
"27946","American journal of reproductive immunology: AJRI","1046-7408","西文","20020801-","MEDLINE電子期刊"
"45353","American Journal of Respiratory and Critical Care Medicine","1073-449X","西文","2003-2019","ProQuest 【電子期刊】"
"51066","American Journal of Respiratory and Critical Care Medicine","1073-449X","英文","2023-present","南醫單本訂購期刊"
"45351","American Journal of Respiratory Cell and Molecular Biology","1044-1549","西文","1994-2010","ProQuest 【電子期刊】"
"45352","American Journal of Respiratory Cell and Molecular Biology (Online)","1535-4989","西文","2011-2019","ProQuest 【電子期刊】"
"45354","American Journal of Rhinology & Allergy","1945-8924","西文","1987-2012","ProQuest 【電子期刊】"
"6617","American Journal of Rhinology and Allergy (院外需帳密,請見簡介)","1945-8932","西文","2009.01-2026.12","彰秀單本期刊"
